transcript,VHmode,Hmode,Nmode,Lmode
AT1G14970.3,255;757;767;811;936;1024;1388;1475;1719;2170,226;394;612;815;1018;1153;1827,155;178;318;366;457;460;524;604;638;777;780;805;890;972;1046;1243;1244;1356;1389;1408;1416;1511;1540;1636;1722;2031;2053;2059,156;307;310;311;360;367;521;565;599;609;644;669;696;784;1322;1401;1451;1601;1606;1639;1743;1925;1926;2073;2297
AT1G14980.1,328;402;441;747,32;105;363;474;522;549;588;833,135;360;428;566;573;609;684;922;925,159;421;477;498;836;930
AT1G14980.2,328;402;441;1005,32;105;363;474;522;807;846;1091,135;360;428;784;786;824;831;867;942;1180;1183,159;421;477;498;580;1094;1188
AT1G14990.1,14;313;730,241;359;400;402;457;533;551;558;963,40;56;237;473;514;670;724;821,15;194;397;474;560;711;768;769;842
AT1G14990.2,241;688,169;287;328;330;385;491;509;516,165;401;472;628;682;779,122;325;402;518;669;726;727;800
AT1G15000.1,606;720;844;970;1129;1137,24;246;251;294;337;624;759;775;838;966;1075;1207;1213;1219,247;269;335;532;533;620;640;766;781;840;875;1021;1061;1064,131;158;234;357;386;435;442;527;718;769;811;816;1105;1126;1157;1166;1168;1317
AT1G15010.1,NA,NA,87;165;172;254;437;445,
AT1G15015.1,443,624,265;407,57;541
AT1G15020.3,78;127;599;738;932;1403;1662;1772;1885,380;417;713;741;790;834;846;911;971;1028;1104;1133;1206;1220;1484;1618;1697;1733;1793;1795,164;198;374;398;423;581;586;748;962;1127;1307;1357;1423;1431;1516;1572;1742;1937,128;255;377;792;837;1050;1119;1209;1236;1417;1467;1491;1579;1685;1798;1971
AT1G15020.1,78;127;599;738;932;1403;1662;1772,380;417;713;741;790;834;846;911;971;1028;1104;1133;1206;1220;1484;1618;1697;1733;1793;1795;2044,164;198;374;398;423;581;586;748;962;1127;1307;1357;1423;1431;1516;1572;1742;2028,128;255;377;792;837;1050;1119;1209;1236;1417;1467;1491;1579;1685;1798
AT1G15020.2,128;177;649;788;982;1453;1712;1822,430;467;763;791;840;884;896;961;1021;1078;1154;1183;1256;1270;1534;1668;1747;1783;1843;1845;2267,52;214;248;424;448;473;631;636;798;1012;1177;1357;1407;1473;1481;1566;1622;1792;2251,178;305;427;842;887;1100;1169;1259;1286;1467;1517;1541;1629;1735;1848;1857
AT1G15030.2,640;842;895,426;478;546;718;845;977;1006;1173,292;514;837;859;917;935;955;1205,14;456;481;503;566;579;600;699;1138
AT1G15030.1,616;818;871;1372;1421,402;454;522;694;821;953;982;1149;1280;1659,268;490;813;835;893;911;931;1181;1252;1283;1359;1378,432;457;479;542;555;576;675;1114;1284;1363;1374;1379
AT1G15040.1,389;607;620;1010;1061;1142,395;483;734;841;849;873;1045;1124;1147,339;369;391;402;495;518;713;1064;1114;1131;1150;1184,177;335;516;609;709;814;1244
AT1G15040.2,361;579;592;1123;1204,367;455;706;813;821;845;1014;1054;1072;1107;1186;1209,311;341;363;374;467;490;685;1126;1176;1193;1212;1246,149;307;488;581;681;786;983;1068;1306
AT1G15050.1,211;687,347;407;558;643;677;684,163;272;438;488;545,568;630
AT1G15050.2,452,112;172;323;408;442;449,37;203;253;310,333;395
AT1G15060.1,485;729;753;1797;2008,174;497;718;736;1180;1183;1202;1275;1278;1284;1293;1579;1666;1686;1805;2130,64;356;371;393;399;510;534;568;627;947;972;1102;1259;1395;1404;1661;1757;1790;2023;2208,65;169;170;264;270;480;676;723;799;1451;1563;1653;1793;1867;2032;2084;2091;2227;2239
AT1G15060.2,485;729;753;1998;2209,174;497;718;736;1180;1183;1202;1275;1278;1284;1293;1780;1867;1887;2006;2331,64;356;371;393;399;510;534;568;627;947;972;1102;1259;1395;1404;1862;1958;1991;2224;2409,65;169;170;264;270;480;676;723;799;1451;1617;1764;1854;1994;2068;2233;2285;2292;2428;2440
AT1G15060.3,68;617;861;885;1929;2140,28;306;629;850;868;1312;1315;1334;1407;1410;1416;1425;1711;1798;1818;1937;2262,86;196;488;503;525;531;642;666;700;759;1079;1104;1234;1391;1527;1536;1793;1889;1922;2155;2340,197;301;302;396;402;612;808;855;931;1583;1695;1785;1925;1999;2164;2216;2223;2359;2371
AT1G15080.1,589;862;952;1129,491;639;737;780;943;992;1073;1265,94;338;361;471;673;760;971;1048;1103;1196;1201;1289;1302,239;466;641;762;777;805;908;1069;1122;1138;1146;1194
AT1G15085.1,NA,89,66;152;166,28;56
AT1G15100.1,51,210;272;278;290;293;348;393;567;571,205;473;901,522
AT1G15110.1,137;463;520;592;1078;1179,63;352;371;672;691;1130;1157;1171;1202;1215;1224;1230;1350;1365;1386;1438;1560,92;108;143;454;457;500;529;631;654;750;895;996;1022;1031;1173;1236;1284;1449;1566;1573;1591;1652,140;342;502;674;957;1073;1196;1231;1649
AT1G15110.3,68;581;638;710;1196;1297,470;489;790;809;1248;1275;1289;1320;1333;1342;1348;1468;1483;1504;1556;1678,23;39;74;394;572;575;618;647;749;772;868;1013;1114;1140;1149;1291;1354;1402;1567;1684;1691;1709;1770,71;377;460;620;792;1075;1191;1314;1349;1767
AT1G15110.2,59;385;442;514;1000;1101,274;293;594;613;1052;1079;1093;1124;1137;1146;1152;1272;1287;1308;1360;1486,14;30;65;376;379;422;451;553;576;672;817;918;944;953;1095;1158;1206;1371;1492;1499;1517;1578,62;264;424;596;879;995;1118;1153;1575
AT1G15110.4,431;488;560;1046;1147,320;339;640;659;1098;1125;1139;1170;1183;1192;1198;1318;1333;1354;1406;1528,244;422;425;468;497;599;622;718;863;964;990;999;1141;1204;1252;1417;1534;1541;1559;1620,51;227;310;470;642;925;1041;1164;1199;1617
AT1G15120.1,128;173;359;985,147;443;495;514;682;876;982,198;477;577;756;828;889;1127;1136,85;584;635;877;934;1063;1130
AT1G15120.2,73;118;206,92;290;342;361;566,324;461;640;712,30;420;468;519
AT1G15125.1,7;191;194;381;793;1150,328;372;654;696;813;819;893;915;963;1108,149;158;184;384;419;481;737;807;828;879;904;1009;1014;1111;1140;1142;1156;1158;1185,85;152;188;197;319;390;403;414;463;711;926;969;975;1088;1206;1211;1240
AT1G15125.2,70;73;260;672;1103,207;251;533;575;692;698;772;794;842;972;1061,28;37;63;263;298;360;616;686;707;758;783;888;893;1064;1093;1095;1109;1111;1138,31;67;76;198;269;282;293;342;590;805;848;854;1041;1159;1164;1193
AT1G15130.1,570;598;604;610;724;726;978;1096;1309;1842;1870;2565,245;250;336;646;657;718;720;795;803;820;869;991;1003;1214;1255;1350;1463;1641;1676;1779;2050;2177;2454;2510;2539;2595;2621;2667;2686,6;136;382;580;658;1030;1082;1261;1588;1597;1602;1746;1796;1798;1822;1830;1866;1943;2223;2248;2459;2515;2517;2573;2589,107;243;404;520;540;576;601;649;705;790;942;992;1009;1100;1210;1250;1459;1471;1524;1536;1590;1632;1672;1801;1836;1861;2178;2226;2231;2264;2327;2333;2362;2442;2511;2601;2607
AT1G15140.1,832;973;1006;1033,75;105;150;544;794;886;958;997;1020,36;170;622;827;853;883;903;954;967;998;1000;1011;1182,151;374;388;489;568;605;663;796;943;1016
AT1G15140.3,832;1057;1090;1117,75;105;150;544;794;886;1042;1081;1104,36;170;622;827;853;883;903;954;1051;1082;1084;1095;1266,151;374;388;489;568;605;663;796;943;1100
AT1G15140.2,832;1057;1090;1117;1202,75;105;150;544;794;886;1042;1081;1104,36;170;622;827;853;883;903;954;1051;1082;1084;1095;1349,151;374;388;489;568;605;663;796;943;1100
AT1G15150.1,821;955;1402;1422;1602;1610,75;210;302;537;625;993;1064;1137;1173;1212;1267;1271;1332;1409;1570;1593;1617;1934,208;318;327;330;445;507;840;866;1282;1363;1396;1440;1507;1557;1623;1669;1675;1738;1844;1953,255;524;651;671;683;736;800;816;841;846;949;1071;1134;1140;1236;1412;1527;1573;1748;1910;1915
AT1G15150.2,936;1070;1517;1537;1717;1725,75;210;302;652;740;1108;1179;1252;1288;1327;1382;1386;1447;1524;1685;1708;1732;2049,208;318;327;330;445;622;955;981;1397;1478;1511;1555;1622;1672;1738;1784;1790;1853;1959;2068,255;639;766;786;798;851;915;931;956;961;1064;1186;1249;1255;1351;1527;1642;1688;1863;2025;2030
AT1G15160.1,12;752;886;1213;1333;1353;1533,322;468;556;924;1143;1263;1340;1501;1548,249;258;261;376;438;614;731;771;797;1104;1294;1327;1371;1438;1488;1524;1541;1554,141;455;582;583;602;667;747;772;777;880;1002;1140;1167;1214;1343;1458;1510
AT1G15165.1,680,266;307;750;857,269;298;497;595;604;706;727;785;869,451;452;453;532;927
AT1G15170.1,185;918;1052;1380;1506,722;937;1090;1234;1309;1364;1429;1499;1667;1699;1714;1736;1738,147;177;296;305;359;399;424;488;542;604;768;780;963;1270;1397;1489;1519;1537;1604;1685;1690;1720;1789;1901,181;298;327;352;621;748;943;1168;1237;1624;1676;1790;1856;1866
AT1G15170.2,67;886;1020;1348;1474,690;905;1058;1202;1277;1332;1397;1467;1635;1667;1682,29;59;178;187;241;281;306;370;424;572;736;748;931;1238;1365;1457;1487;1505;1572;1653;1658;1688,63;180;209;234;589;716;911;1136;1205;1592;1644
AT1G15180.1,792;1238;1380;1541,144;273;298;301;596;626;926;964;1035;1303;1373;1588;1610;1612;1640,139;167;416;478;654;811;1144;1253;1271;1334;1363;1393;1411;1478;1559;1564;1594;1794,169;226;622;707;771;787;923;1042;1498;1544;1550;1792
AT1G15180.2,671;1117;1440;1601,27;156;181;184;475;505;805;843;914;1182;1433;1648;1670;1672;1700,22;50;299;357;533;690;1023;1132;1150;1213;1423;1453;1471;1538;1619;1624;1654,52;109;501;586;650;666;802;921;1414;1558;1604;1610
AT1G15190.1,NA,64;144;841;847;998,179;298;380;722;886;1034,54;146;343;425;432;843;964
AT1G15200.3,766;804;813;1039;1073;1173;1281;1297;1371;1377;1522;1546,196;210;258;290;320;329;666;685;778;807;859;1195;1198;1654,51;72;157;163;193;204;343;410;568;603;1093;1104;1242;1269;1288;1313;1336;1343,166;176;240;250;276;463;490;564;597;604;610;656;798;984;1085;1099;1105;1177;1206;1329
AT1G15200.2,766;804;813;1047;1155;1171;1245;1251;1396;1420,196;210;258;290;320;329;666;685;778;807;859;1069;1072;1528,51;72;157;163;193;204;343;410;568;603;978;1116;1143;1162;1187;1210;1217,166;176;240;250;276;463;490;564;597;604;610;656;798;973;979;1051;1080;1203
AT1G15200.4,766;804;813;1039;1073;1173;1281;1297;1371;1377;1438;1462,196;210;258;290;320;329;666;685;778;807;859;1195;1198;1570,51;72;157;163;193;204;343;410;568;603;1093;1104;1242;1269;1288;1313;1336;1343,166;176;240;250;276;463;490;564;597;604;610;656;798;984;1085;1099;1105;1177;1206;1329
AT1G15200.1,766;804;813;1032;1140;1156;1230;1236;1381;1405,196;210;258;290;320;329;666;685;778;807;859;1054;1057;1513,51;72;157;163;193;204;343;410;568;603;952;963;1101;1128;1147;1172;1195;1202,166;176;240;250;276;463;490;564;597;604;610;656;798;958;964;1036;1065;1188
AT1G15210.1,141;343;535;1164;2457;2706;3726;4041,15;91;135;362;474;598;644;823;1182;1224;1240;1286;1568;1618;1894;2094;2316;2374;2545;2568;2632;2742;2749;2885;2906;2942;2974;2979;3287;3430;3432;3486;3547;3635;3657;3699;3716;3728;3833;3894;4077;4264;4560,649;839;954;1180;1303;1385;1560;1580;1586;1587;2129;2160;2313;2676;2772;3001;3009;3043;3272;3273;3299;3361;3384;3390;3521;3734;3762;3809;3843;3913;3926;3931;3978;4254;4488;4495;4561;4576,77;80;287;359;639;792;802;990;1101;1124;1297;1346;1355;1424;1579;1650;1740;2183;2217;2262;2267;2406;2662;2754;2943;3010;3280;3282;3411;3624;3642;3658;3721;3973;4422;4553;4554
AT1G15215.1,409,137;214;414;444;453;455,57;236;435;460,115;139;254
AT1G15215.4,409,137;214;414;444;453;455,57;236;435;460,115;139;254;590;596;646;825
AT1G15215.2,409,137;214;414;444;453;455;797,57;236;435;460;791;952,115;139;254;590;596;646;789
AT1G15215.3,388,116;193;393;423;432;434;787,36;215;414;439;781;942,94;118;233;569;575;625;779
AT1G15220.2,353,173;332;419;467;568;622;628;653;769;1024,135;154;347;499;521;602;813;896;1050,119;151;156;165;202;299;340;345;349;354;587;1029
AT1G15220.1,474,170;453;540;588;689;743;749;774;890;1145,132;151;468;620;642;723;934;1017,116;148;153;162;199;420;461;466;470;475;708;1150
AT1G15230.1,319;368;390;672;734;834;839;1082,74;119;339;353;681;856,93;138;300;314;320;369;386;459;1044,129;176;231;243;254;329;411;475;638;643
AT1G15240.1,1672;1747;1857;2028;2194;3315;3319;3457;3751;3764,8;372;452;885;957;1048;1146;1318;2066;2397;2456;2760;2820;3143;3507;3550;3589;3685;3721;3724;3911;3961,432;453;828;1191;1502;1742;1927;2000;2191;2275;2385;2462;2814;3018;3146;3353;3363;3509;3557;3838,114;120;121;279;293;406;713;792;876;919;1147;1306;1309;1376;1578;1581;1934;2481;3163;3453;3476;3516;3547;3686;3776;3860;4095
AT1G15240.2,1672;1747;1857;2028;2194;2855;2859;2997;3207;3220,8;372;452;885;957;1048;1146;1318;2066;2397;2456;2683;3047;3090;3141;3177;3180;3367;3417,432;453;828;1191;1502;1742;1927;2000;2191;2275;2385;2462;2558;2686;2893;2903;3049;3097;3294,114;120;121;279;293;406;713;792;876;919;1147;1306;1309;1376;1578;1581;1934;2481;2703;2993;3016;3056;3087;3142;3232;3316;3551
AT1G15240.4,1607;1682;1792;1963;2129;3250;3254;3392;3602;3615,307;387;820;892;983;1081;1253;2001;2332;2391;2695;2755;3078;3442;3485;3536;3572;3575;3762;3812,367;388;763;1126;1437;1677;1862;1935;2126;2210;2320;2397;2749;2953;3081;3288;3298;3444;3492;3689,49;55;56;214;228;341;648;727;811;854;1082;1241;1244;1311;1513;1516;1869;2416;3098;3388;3411;3451;3482;3537;3627;3711;3946
AT1G15240.5,1605;1680;1790;1961;2127,305;385;818;890;981;1079;1251;1999;2330;2389;2693;2753,365;386;761;1124;1435;1675;1860;1933;2124;2208;2318;2395;2747,47;53;54;212;226;339;646;725;809;852;1080;1239;1242;1309;1511;1514;1867;2414
AT1G15240.3,1605;1680;1790;1961;2127;2788;2792;2930;3140;3153,305;385;818;890;981;1079;1251;1999;2330;2389;2616;2980;3023;3074;3110;3113;3382;3432,365;386;761;1124;1435;1675;1860;1933;2124;2208;2318;2395;2491;2619;2826;2836;2982;3030;3227,47;53;54;212;226;339;646;725;809;852;1080;1239;1242;1309;1511;1514;1867;2414;2636;2926;2949;2989;3020;3075;3165;3249
AT1G15250.2,176,23;57;191;198;284;314;335;467,103;127;249;255,147;247;250;359
AT1G15250.1,192,39;73;207;214;300;330;351;483,119;143;265;271,163;263;266;375
AT1G15260.1,592,140;286;292;394;596;643,67;434;606,64;281;370;386;388;396;463
AT1G15270.1,287,114;241,127;217;235;273,228
AT1G15280.2,260;555;679;1251;1664;1802;1929;1931,131;143;404;516;526;642;673;699;769;1257;1272;1423;1471;1474;1825;1912;1936;1978;2077;2085,38;169;185;188;473;580;605;661;727;892;1121;1160;1169;1273;1415;1434;1574;1655;1691;1727;1921;2182;2330,203;522;532;547;557;757;770;771;932;1176;1253;1424;1546;1615;1625;1633
AT1G15280.1,253;548;669;1241;1654;1792;1919;1921,124;136;397;509;519;632;663;689;759;1247;1262;1413;1461;1464;1815;1902;1926;1968;2067;2075,31;162;178;181;466;573;598;651;717;882;1111;1150;1159;1263;1405;1424;1564;1645;1681;1717;1911;2172;2320,196;515;525;540;550;747;760;761;922;1166;1243;1414;1536;1605;1615;1623
AT1G15290.1,211;494;871;987;1129;1182;1632;1978;2093;2252;2442;2469;2484;2579;2900;2976;3123;3300;3473;3711;3717;3739;3824;3856;3860;3867;4059;4336;4581;4992,105;255;428;596;670;690;816;1067;1185;1369;1567;1727;2217;2358;2536;2871;2997;3118;3152;3192;3405;3440;3470;3480;3484;3523;3529;3809;3850;3920;4116;4418;4543;4767;4947;5040;5045;5218;5376,86;95;333;582;692;693;697;700;848;1033;1145;1350;1560;1599;1683;1883;2259;2279;2330;2515;2663;2799;2857;2962;3102;3119;3279;3318;3324;3342;3556;3611;3615;3786;3897;4021;4188;4461;4647;4649;4719;4796;4845;5021;5332;5445;5520,106;249;257;258;268;1221;1612;1709;1808;1848;2008;2111;2271;2351;2421;2490;2518;2791;2865;2901;2990;3272;3297;3820;3885;3914;3923;3974;4028;4152;4182;4269;4377;4456;4546;4563;4802;4872;4878;5127;5160
AT1G15290.2,159;442;819;935;1077;1130;1580;1926;2041;2200;2390;2417;2432;2527;2848;2924;3071;3248;3421;3659;3665;3687;3772;3804;3808;3815;4007;4214;4459;4870,53;203;376;544;618;638;764;1015;1133;1317;1515;1675;2165;2306;2484;2819;2945;3066;3100;3140;3353;3388;3418;3428;3432;3471;3477;3757;3798;3868;4064;4296;4421;4645;4825;4918;4923;5096;5254,34;43;281;530;640;641;645;648;796;981;1093;1298;1508;1547;1631;1831;2207;2227;2278;2463;2611;2747;2805;2910;3050;3067;3227;3266;3272;3290;3504;3559;3563;3734;3845;3969;4136;4339;4525;4527;4597;4674;4723;4899;5210;5323,54;197;205;206;216;1169;1560;1657;1756;1796;1956;2059;2219;2299;2369;2438;2466;2739;2813;2849;2938;3220;3245;3768;3833;3862;3871;3922;3976;4100;4130;4147;4255;4334;4424;4441;4680;4750;4756;5005;5038
AT1G15300.1,NA,NA,NA,NA
AT1G15310.1,536;575;1467;1539;1545;1585,122;135;315;344;935;1431;1470;1518,127;132;252;340;370;407;446;521;537;743;842;864;867;1201;1322;1331;1404;1425;1511;1576;1578,129;311;501;597;873;943;1018;1020;1304;1419;1476;1508
AT1G15320.1,570;592;1048,597;817;901;1008;1077;1135;1170,232;551;763;768;776;780;934;1014;1222,627;656;764;820;937;984;1025;1242
AT1G15320.2,247;269;725,274;494;578;685;754;812;847,228;440;445;453;457;611;691;899,27;304;333;441;497;614;661;702;919
AT1G15330.1,261;288,150;234;274;283;514;565;591;944;981,115;179;201;289;483;529;723;795;872;1009;1035;1064,470;568;837
AT1G15340.1,42;856;892;928;988;994;1009;1072;1115;1141;1143;1208;1336;1474;1501;1521;1528,511;543;552;565;655;733;754;805;811;850;955;961;1090;1162;1183;1211;1330;1447,233;351;475;493;537;575;604;607;722;872;886;1124;1202;1581;1741,9;476;736;770;796;942;1229;1441;1493;1518;1574;1816
AT1G15340.2,520;556;592;652;658;673;736;779;805;807;872;1000;1138;1165;1185;1192,331;363;372;397;418;469;475;514;619;625;754;826;847;875;994;1111,53;171;295;313;357;386;536;550;788;866;1245;1405,296;400;434;460;606;893;1105;1157;1182;1238
AT1G15350.3,84;294;571,116;300;303;462;565;623;669;794,40;435;661;726;736;904;1012,26;164;254;312;563;624;763;790;891;1049;1163
AT1G15350.5,88;176;453,153;182;185;344;447;505;551;676,317;543;608;618;786;894,111;194;445;506;645;672;773;931;1045
AT1G15350.4,76;162;402;679,194;408;411;570;673;731;777;902,118;543;769;834;844;1012;1120,104;242;274;303;362;420;671;732;871;898;999;1157;1271
AT1G15350.6,86;172;499;587;864,204;564;593;596;755;858;916;962;1087,128;413;728;954;1019;1029;1197;1305,114;252;284;313;372;522;605;856;917;1056;1083;1184;1342
AT1G15350.2,48;134;616,166;345;348;507;610;668;714;839,90;480;706;771;781;949;1057,76;214;304;357;608;669;808;835;936;1094
AT1G15350.1,61;573,93;302;305;464;567;625;671;796,17;437;663;728;738;906,141;173;202;261;314;565;626;765;792;893
AT1G15360.2,170;300;328;428;728;786,8;237;288;319;331;368;588;598;731,233;307;344;349;365;581;599;631;639,176;253;260;262;337;371;584;594;620
AT1G15360.1,170;438;466;566;866;924,8;375;426;457;469;506;726;736;869,371;445;482;487;503;719;737;769;777,176;391;398;400;475;509;722;732;758
AT1G15370.1,38;226;417,385;401;491;520;547;921,48;87;340;351;360;462;544;582;668,240;348;641;645
AT1G15380.1,696,9;320;323;523;525;665;754;816;854,385;387;541;727;951,1059
AT1G15380.2,414,241;243;383;472;534;572,103;105;259;445;669,777
AT1G15385.1,NA,254;276,264;270;278;357;460,
AT1G15390.1,278;810,53;308;323;611;614;644;648;694;698;1110;1134,31;47;288;321;338;343;389;402;803;1079;1107;1121,50;54;322;333;588;792
AT1G15400.1,484,282;363;487;606;618,285;324;370;428;429;458;540;601;642,98;153;167;284;605
AT1G15400.3,421,224;305;424;543;555,227;266;312;370;371;400;477;538;579,40;95;109;226;542
AT1G15400.2,NA,475;556;676;732;912;988,106;132;188;478;517;563;621;622;651,74;291;346;360;477;679;851
AT1G15410.2,26;427;580;1393;1634;1766;1874;1909;1994,497;561;703;753;937;1249;1253;1278;1655;1685;1748;1829;1870,276;319;1014;1056;1152;1272;1329;1517;1706;1777;1855;1891;1898;1922,209;483;498;863;948;1404;1627;1734;1761;1818;1831;1914;1967;1973
AT1G15410.1,35;73;474;627;1440;1681;1813;1921;1956;2041,544;608;750;800;984;1296;1300;1325;1702;1732;1795;1876;1917;2106;2230,323;366;1061;1103;1199;1319;1376;1564;1753;1824;1902;1938;1945;1969,30;256;530;545;910;995;1451;1674;1781;1808;1865;1878;1961;2014;2020;2101;2238
AT1G15415.1,82;131;238,68;86;115;220,90;116;119;305;474,132
AT1G15420.1,993,140;231;238;322;617;868;874;931;972;981;1105,47;270;329;466;511;708;717;886;937;1082;1130;1202,183;639;825;889
AT1G15420.2,1007,35;126;133;217;512;716;739;757;882;888;945;986;995;1119,165;224;361;406;603;612;900;951;1096;1144;1216,78;534;839;903
AT1G15430.1,665;879;895,340;457;709;864;1241,113;357;528;689;702;790;937;955;1293,16;49;214;270;428;452;641;729;750;1012;1020;1078;1126;1146
AT1G15430.2,903;1117;1133,18;187;695;947;1102;1479,63;523;595;766;927;940;1028;1175;1193;1531,19;53;666;690;879;967;988;1250;1258;1316;1364;1384
AT1G15440.1,143;474;718;730;758;838;1086;1137;1206;1620;1644;1842;1896;2192,348;456;495;548;575;800;1006;1044;1167;1420;1457;1576;1651;1712;1751;2014;2143;2255;2404;2413;2644;2710;2737;2911,60;128;149;505;592;1012;1179;1227;1260;1312;1454;1570;1615;1745;1859;1917;2148;2217;2244;2259;2306;2438;2562;2572;2628,97;554;577;713;962;1193;1200;1254;1315;1321;1468;1577;1606;1753;1754;1815;1909;1922;2109;2114;2272;2416;2443;2654;2664
AT1G15440.2,99;430;566;594;674;922;973;1042;1456;1480;1678;1732;2028,304;412;451;504;531;548;554;636;842;880;1003;1256;1293;1412;1487;1548;1587;1850;1979;2091;2240;2249;2480;2546;2573,16;84;105;461;848;1015;1063;1096;1148;1290;1406;1451;1581;1695;1753;1984;2053;2080;2095;2142;2274;2398;2408;2464,53;510;533;798;1029;1036;1090;1151;1157;1304;1413;1442;1589;1590;1651;1745;1758;1945;1950;2108;2252;2279;2490;2500
AT1G15460.1,95;337;1062;1570;2072;2114,162;312;494;517;541;562;998;1033;1057;1469;1576;1645;1709;1735;1812;1843;2021;2033;2066;2146;2153;2159,218;405;511;520;538;577;598;607;701;732;755;805;816;826;886;962;1272;1585;1594;1777;1828;1921;1952;2170;2283,89;98;224;226;245;344;747;773;1188;1432;1533;1659;1710;1771;2108
AT1G15460.2,105;347;1072;1580;2082;2124,172;322;504;527;551;572;1008;1043;1067;1479;1586;1655;1719;1745;1822;1853;2031;2043;2076;2156;2163;2169,48;228;415;521;530;548;587;608;617;711;742;765;815;826;836;896;972;1282;1595;1604;1787;1838;1931;1962;2180;2293,54;99;108;234;236;255;354;757;783;1198;1442;1543;1669;1720;1781;2118
AT1G15460.3,106;348;1073;1581;2232;2274,173;323;505;528;552;573;1009;1044;1068;1480;1587;1656;1720;1746;1823;1854;2181;2193;2226;2306;2313;2319,49;229;416;522;531;549;588;609;618;712;743;766;816;827;837;897;973;1283;1596;1605;1788;1839;1932;1963;2057;2064;2096;2330;2443,55;100;109;235;237;256;355;758;784;1199;1443;1544;1670;1721;1782;2268
AT1G15460.4,152;877;1385;1887;1929,127;309;332;356;377;813;848;872;1284;1391;1460;1524;1550;1627;1658;1836;1848;1881;1961;1968;1974,60;220;326;335;353;392;413;422;516;547;570;620;631;641;701;777;1087;1400;1409;1592;1643;1736;1767;1985;2098,159;562;588;1003;1247;1348;1474;1525;1586;1923
AT1G15470.2,283;428;838;1273,150;407;762;997;1134;1184;1256,263;276;277;279;308;396;418;515;640;663;700;882;938;1016;1135;1159,389;579;974;1118;1158;1193;1198;1222;1244;1253
AT1G15470.1,275;420;830;1185,142;399;754;989;1046;1096;1168,255;268;269;271;300;388;410;507;632;655;692;874;930;1008;1047;1071,381;571;966;1030;1070;1105;1110;1134;1156;1165
AT1G15480.1,215;506;1198;1211;1418,141;374;511;789;878;927;1261;1412;1548;1554;1565;1604;1605;1622;1638;1643;1784,134;138;187;372;380;534;560;763;795;866;1124;1193;1269;1293;1320;1580;1764,135;692;784;987;1245;1318;1382;1511;1566;1760;2117
AT1G15490.3,262;466;505;1006;1146;1333;1623;1873;2188;2307;2396,255;523;660;669;1501;1506;1540;1548;1642;1680;1699;1832;2199;2271;2301;2349;2424;2471;2667,159;352;478;550;650;652;906;922;994;1001;1076;1120;1141;1229;1272;1406;1650;1704;2088;2169;2308;2560;2625,153;316;653;933;1553;1700;2026;2047;2237
AT1G15490.2,262;466;505;1203;1343;1530;1820;2070;2314;2433;2522,255;523;660;669;1698;1703;1737;1745;1839;1877;1896;2029;2325;2397;2427;2475;2550;2597;2793,159;352;478;550;650;652;828;1103;1119;1191;1198;1273;1317;1338;1426;1469;1603;1847;1901;2285;2295;2434;2686;2751,153;316;653;1130;1750;1897;2223;2244;2363
AT1G15490.4,262;466;505;1011;1151;1338;1628;1878;2122;2241;2330,255;523;660;669;1506;1511;1545;1553;1647;1685;1704;1837;2133;2205;2235;2283;2358;2405;2601,159;352;478;550;650;652;911;927;999;1006;1081;1125;1146;1234;1277;1411;1655;1709;2093;2103;2242;2494;2559,153;316;653;938;1558;1705;2031;2052;2171
AT1G15490.1,262;466;505;1006;1146;1333;1623;1873;2117;2236;2325,255;523;660;669;1501;1506;1540;1548;1642;1680;1699;1832;2128;2200;2230;2278;2353;2400;2596,159;352;478;550;650;652;906;922;994;1001;1076;1120;1141;1229;1272;1406;1650;1704;2088;2098;2237;2489;2554,153;316;653;933;1553;1700;2026;2047;2166
AT1G15500.1,346;366;388;420;488;618;969;1051;1056;1351,203;372;378;381;426;532;558;861;962;1191;1507;1672;1717;1844,223;375;382;417;534;555;597;672;796;970;1635;1657;1987,47;412;717;718;866;1201;1366;1452;1527;1591;1756;1812;1821;1835;1874;1896;1925;1941;2052
AT1G15510.1,918;1327;1638;1685;1773;2376,92;270;303;312;319;343;354;373;554;583;794;796;912;1092;1125;1163;1192;1402;1462;1467;1495;1512;1585;1833;1979;1988;2132;2235;2461,52;113;375;564;569;687;1081;1127;1147;1332;1580;1627;1779;1961;1984;2056;2072;2127;2147;2248;2255;2445,168;192;252;280;422;1087;1450;1786;1893;2231;2450
AT1G15520.1,285;540;559;753;957;1017;1126;1284;1360;2833;3730,383;419;691;699;1029;1108;1188;1378;1441;1497;1542;1548;1570;1788;2063;2106;2130;2133;2317;2466;2678;2683;2735;2740;2772;2776;3023;3047;3076;3204;3459;3521;3533;3688;3746;3993;4065;4266,348;349;356;673;853;1079;1139;1411;1626;1742;1758;1806;1973;2041;2279;2312;2415;2421;2960;3041;3051;3062;3092;3114;3122;3177;3305;3340;3456;3612;3706;3721;3722;3990;4123;4196;4209;4215,162;443;686;1105;1132;1178;1372;1492;1499;1571;1579;1836;1947;2004;2172;2324;2574;2580;2736;2751;2955;3332;3428;3762;3870;3942;4144
